imagem,ia,modelo,prompt,classificacao,confianca,justificativa
C013_T001_IMG013.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma combinação de sílabas e letras que indicam uma tentativa de representar palavras de forma mais próxima da escrita convencional, mas ainda com algumas inconsistências na ortografia."
C013_T001_IMG013.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A escrita apresenta uma oscilação entre a representação silábica e a alfabética, com algumas palavras legíveis e uma tentativa de correspondência entre sílabas e letras. A criança demonstra consciência de que as sílabas podem ser divididas em fonemas, mas ainda apresenta erros ortográficos."
C013_T001_IMG013.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra domínio do sistema alfabético de escrita, representando todos os fonemas das palavras com letras convencionais. Observam-se escritas como 'BOLO', 'PAPAAO' (papagaio), 'CAMIDA' (comida), 'MANIU' (maçã/manjericão), 'MU ADIVIAÇANN' e 'LAUCHA KULY SOAANO CARTONO'. Apesar de apresentar erros ortográficos típicos do processo de alfabetização (trocas, omissões e generalizações de regras), a criança já compreendeu que cada letra representa um fonema, característica fundamental da hipótese alfabética."
C013_T001_IMG013.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão consolidada do princípio alfabético, estabelecendo correspondência sistemática entre grafemas e fonemas. Observa-se escrita de palavras legíveis como 'BOLO', 'PAPAAO' (papagaio), 'camida' (comida), 'MANiu' (maniú/mandioca), 'omeu ADivuoaru' (o meu adivinhador) e 'Lacha kuly soaaro cartono'. Apesar dos erros ortográficos presentes (substituições, omissões e trocas de letras), todas as produções são decifráveis e mostram que cada letra representa um som específico. A criança não utiliza mais a hipótese silábica, representando todos os fonemas das palavras, ainda que com desvios da norma ortográfica convencional."
C013_T001_IMG013.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A criança escreve com correspondência quase estrita entre grafemas e fonemas, segmentando palavras adequadamente (ex: 'bolo', 'papagaio', 'comida', 'manhe', 'meu', 'aniversario', 'laura', 'helly', 'soares', 'cardoso'), evidenciando a apropriação do sistema alfabético de escrita."
C013_T001_IMG013.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança demonstra a compreensão de que cada letra representa um fonema e escreve as palavras de forma predominantemente alfabética, articulando as sílabas e fonemas com correspondência sonora convencional (ex: 'bolo', 'parada', 'comida', 'mãe', 'o meu aniversário', 'laura kelly soares cardoso'). Há pequenas variações ortográficas típicas da fase inicial da escrita alfabética, mas o princípio alfabético está plenamente consolidado."
C014_T001_IMG014.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A produção escrita apresenta uma organização silábica, onde as palavras são formadas por sílabas, mas ainda não há uma correspondência consistente entre letras e sons, indicando que a criança está em um estágio silábico de desenvolvimento."
C014_T001_IMG014.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A criança demonstra uma oscilação entre a escrita silábica e a alfabética, utilizando combinações de letras que correspondem a sílabas e algumas tentativas de representar fonemas. Há uma tentativa de correspondência entre sílabas e caracteres, mas ainda com erros ortográficos e falta de consolidação do princípio alfabético."
C014_T001_IMG014.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra domínio do sistema alfabético de escrita, apresentando correspondência completa entre fonemas e grafemas. As palavras estão escritas de forma convencional (FACA, FADA, DECE/DICE, DOCE, DADO, FACA, JUA/JCA, JUCA, BOLA, DOTO/DOCO, BOLO, DOCE, DO EGITO, DO BE) com segmentação adequada na maioria dos casos. Embora apresente algumas trocas ortográficas esperadas para a fase inicial da escrita alfabética (como 'DOTO' para 'DODO', 'EGITO' possivelmente para outra palavra), a criança já compreende que cada letra representa um fonema, característica central do nível alfabético."
C014_T001_IMG014.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra transição entre hipótese silábica e alfabética. Observam-se escritas como 'FACA/FADA' (alfabéticas), 'DECE/DICE' (silábico-alfabéticas), 'DOCE/DOCO' (oscilação), e 'DO EGIT/DO BE' (condensação silábica). Há compreensão parcial do princípio alfabético com uso de letras com valor sonoro convencional, mas ainda mantém características silábicas em algumas palavras. A criança está no processo de análise fonêmica, percebendo que as sílabas podem ser decompostas em unidades menores."
C014_T001_IMG014.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A criança escreve palavras e frases completas com correspondência convencional quase total entre fonemas e grafemas (ex: FACA, FADA, DECE, DICE, O BOLO É DOCO, DO BEBÊ), demonstrando domínio completo do sistema alfabético da escrita."
C014_T001_IMG014.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança escreve palavras e frases completas com correspondência sistemática entre grafemas e fonemas (valor sonoro convencional). Há domínio do princípio alfabético em palavras como 'FACA', 'FADA', 'DECE' (doce), 'DICE' (dico), 'O BOLO É DOCO' (bolo é doce), mesmo com trocas ortográficas e hipercorreções comuns no processo de alfabetização."
C015_T001_IMG015.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.85,"A produção apresenta uma combinação de sílabas e algumas tentativas de correspondência entre letras e sons, indicando uma compreensão parcial do sistema alfabético."
C015_T001_IMG015.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma oscilação entre a representação silábica e a alfabética. As palavras escritas mostram uma tentativa de correspondência entre sílabas e letras, com algumas palavras legíveis e outras que indicam uma compreensão parcial do princípio alfabético."
C015_T001_IMG015.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. Utiliza letras convencionais para representar todos os fonemas das palavras, com correspondência sonora adequada. Observam-se escritas como 'FACA', 'JUCA', 'DOCE', 'DICE' (DISSE), 'DECE' (DISSE/DOCE), 'BOLO', 'BOLA', 'DOTO' (DOIDO), 'DO EGUA' e 'DO BE' (BEBE). Apesar de apresentar trocas ortográficas típicas (C/SS, TO/IDO) e hipossegmentação ('DOEGUA'), a base alfabética está consolidada, com representação de todas as unidades sonoras."
C015_T001_IMG015.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra estar em transição entre a hipótese silábica e alfabética. Observam-se escritas como 'FACA', 'FADA', 'DICE' (provavelmente 'doce'), 'DECE', 'DOCE' onde há oscilação entre representação silábica e alfabética. Em algumas palavras como 'BOLO' e 'DOCO' (provável tentativa de 'doce'), nota-se ainda forte influência silábica. Outras como 'NOBOLA-DOTO' mostram tentativa de representação mais completa dos fonemas, mas com omissões e trocas típicas desta fase de transição. A criança já compreende o princípio alfabético, mas ainda não o domina completamente, alternando entre estratégias silábicas e alfabéticas."
C015_T001_IMG015.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A criança demonstra domínio do sistema alfabético de escrita, escrevendo palavras completas e frases com correspondência quase total entre fonemas e grafemas (ex: FACA, FADA, DECE, DICE, O BOLO E DOCO, DO ESCA, DO BE, JULA/JUCA), respeitando a segmentação entre palavras em diversos momentos."
C015_T001_IMG015.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança escreve palavras e frases completas e legíveis, mantendo correspondência convencional entre grafemas e fonemas (ex: 'FACA', 'FADA', 'DECE', 'O BOLO É DOCO', 'DO ESCA', 'DO BE'). Há evidente domínio do princípio alfabético, embora com desvios ortográficos naturais na faixa etária, superando as hipóteses silábicas e silábico-alfabéticas."
C016_T001_IMG016.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A produção escrita apresenta uma combinação de letras que parecem representar sílabas, mas não formam palavras reconhecíveis. A escrita é caracterizada por uma tentativa de organizar os sons em sílabas, o que é típico do estágio silábico."
C016_T001_IMG016.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A produção apresenta sequências de letras que parecem corresponder a sílabas, mas não há uma correspondência sonora completa. A criança utiliza principalmente vogais e algumas consoantes, indicando uma compreensão inicial de que cada sílaba oral pode ser representada por uma letra escrita."
C016_T001_IMG016.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança demonstra compreensão da relação entre grafia e pauta sonora, utilizando predominantemente uma letra para cada sílaba oral. Observa-se em 'OA' (possivelmente 'oca' ou similar), 'UNA' (uma), 'AE' (possivelmente 'ave'), 'UOI' e 'AO', 'EOA'. A criança está na hipótese silábica, onde cada letra representa uma sílaba, ainda sem correspondência sonora convencional completa em todas as tentativas, mas já superou a fase pré-silábica ao estabelecer a relação entre quantidade de letras e segmentos sonoros."
C016_T001_IMG016.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.85,"A criança demonstra clara diferenciação entre desenho (figura no topo) e escrita (sequência de letras). Observa-se o uso de letras convencionais do alfabeto (O, A, U, N, E) organizadas em sequências. A hipótese silábica é evidenciada pela tentativa de estabelecer correspondência entre unidades sonoras e grafemas, usando predominantemente vogais. As escritas como 'OA', 'UNA', 'AE', 'LON', 'AO', 'EOA' sugerem que a criança atribui valor sonoro a cada letra, representando sílabas ou palavras com quantidade reduzida de caracteres, típico do período silábico."
C016_T001_IMG016.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança escreve utilizando repertórios de letras (frequentemente vogais como A, O, E) em linhas verticais sem estabelecer correspondência estável entre as grafias e a sonoridade (fonemas) da fala, característica típica da hipótese pré-silabica."
C016_T001_IMG016.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A criança utiliza repertório de letras conhecidas (predominantemente vogais como A, O, E) em linhas verticais sem estabelecer relação estável entre os caracteres escritos e a segmentação sonora das palavras faladas."
C017_T001_IMG017.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.8,"A produção apresenta uma combinação de sílabas e letras que indicam uma tentativa de representar sons de forma mais estruturada, mas ainda com algumas inconsistências na correspondência entre grafemas e fonemas."
C017_T001_IMG017.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.85,"A produção escrita apresenta uma combinação de sílabas e algumas tentativas de correspondência entre grafemas e fonemas. As palavras escritas mostram uma oscilação entre a representação silábica e a alfabética, com algumas letras correspondendo a sons, mas ainda com erros ortográficos e falta de consolidação do princípio alfabético."
C017_T001_IMG017.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO_ALFABETICO,0.85,"A escrita apresenta características de transição entre o nível silábico e alfabético. Observam-se tentativas de representação silábica (como 'BATAGOBO' para provavelmente 'BATATA' ou palavra similar, 'BOALO' para 'BOLO', 'BTOAO' para 'BOTÃO') com algumas letras representando sílabas, mas também há escritas mais completas alfabeticamente (como 'PAGIDRO', 'ECINAEAGO', 'BUALIN PALOMADA'). A criança já compreende que precisa de mais de uma letra por sílaba em alguns momentos, mas ainda não domina completamente a correspondência fonema-grafema, caracterizando o período de transição silábico-alfabético."
C017_T001_IMG017.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.85,"A criança apresenta oscilação entre hipótese silábica e alfabética. Em algumas palavras usa correspondência silábica (BOALO para 'bolo', BTOAO para 'botão'), enquanto em outras demonstra avanço alfabético (PAGIARO, ECINAEAGO, BVELIN PALOMADA). Há compreensão de que a escrita representa a fala, mas ainda não domina completamente a correspondência grafema-fonema. As escritas são legíveis e mostram letras convencionais organizadas linearmente, indicando transição entre os níveis silábico e alfabético."
C017_T001_IMG017.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A escrita apresenta variações de repertório de letras sem correspondência sonora estável com a sofisticação silábica ou alfabética, além da presença do nome completo ao final ('EVELIN PALOMADA'), característica de um período em que a criança utiliza repertório fixo ou pseudoletras, variando a quantidade e a ordem das letras (garatujas diferenciadas e escrita pré-silábica)."
C017_T001_IMG017.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança demonstra domínio do princípio alfabético e correspondência entre grafemas e fonemas ao escrever sequências completas com todas as letras das palavras propostas (por exemplo, na escrita do nome completo 'EVELIN PALOMADA'). Há segmentação sonora adequada e representação de praticamente todos os fonemas, embora existam variações ou pequenos desvios ortográficos típicos de uma escrita em consolidação alfabética."
C018_T001_IMG018.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A escrita apresenta uma combinação de letras que parecem representar sílabas, mas não formam palavras reconhecíveis. A presença de letras isoladas e a tentativa de formar palavras indicam um estágio silábico."
C018_T001_IMG018.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A criança apresenta uma tentativa de escrita onde cada sílaba oral parece corresponder a uma letra escrita, mas ainda não há uma correspondência sonora completa. A presença de grafismos e letras indica uma compreensão inicial da relação entre escrita e fala."
C018_T001_IMG018.jpg,Claude,claude-sonnet-4-5-20250929,P1,PRE_SILABICO,0.85,"A criança produziu uma escrita com grafias que se assemelham a letras (J, o, x, o, G, a) mas sem estabelecer correspondência sonora entre grafemas e fonemas. A escrita aparenta ser uma sequência de símbolos sem relação sistemática com as propriedades sonoras da palavra que possivelmente pretendia representar. Característico da fase pré-silábica, onde a criança ainda não compreende que a escrita representa a pauta sonora da fala."
C018_T001_IMG018.jpg,Claude,claude-sonnet-4-5-20250929,P2,PRE_SILABICO,0.85,"A produção apresenta predominância de desenhos (figura humana, carro, elementos visuais) sobre a escrita propriamente dita. A sequência 'Jopoca' (ou grafismos similares) não demonstra relação sistemática entre escrita e pauta sonora. Os caracteres aparecem de forma aleatória, sem correspondência sonora convencional ou valor silábico. A criança ainda não diferenciou completamente as funções de desenhar e escrever, utilizando ambos de forma integrada para representar significados, característica típica do nível pré-silábico."
C018_T001_IMG018.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.85,"A escrita apresenta traços que parecem imitar letras (como 'Jopoga'), mas sem correspondência sonora sistemática com a pauta sonora da fala, característico do nível pré-silábico onde a criança ainda não compreende que as letras representam os sons da fala."
C018_T001_IMG018.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta traços que se assemelham a letras de forma rudimentar e isoladas (misturadas a elementos pictóricos como o desenho de um veículo e um moinho), sem estabelecer uma correspondência sistemática entre grafemas e unidades sonoras da fala. Trata-se de uma tentativa inicial de representação escrita típica do nível pré-silábico, onde a criança ainda não compreende a relação sonora convencional das palavras."
C019_T001_IMG019.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A produção apresenta letras isoladas que parecem representar sílabas, mas não há uma correspondência clara com a escrita alfabética convencional. As letras estão dispostas de forma a sugerir uma tentativa de formar palavras, mas sem a estrutura alfabética completa."
C019_T001_IMG019.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A criança apresenta letras que parecem corresponder a sílabas, mas não há uma correspondência sonora completa. As letras estão organizadas de forma a sugerir uma tentativa de representar sons, mas sem seguir as convenções ortográficas."
C019_T001_IMG019.jpg,Claude,claude-sonnet-4-5-20250929,P1,PRE_SILABICO,0.85,"A produção apresenta uso de letras convencionais (A, E, J, O) de forma aleatória, sem correspondência sonora com as sílabas das palavras representadas. O desenho aparece integrado à escrita, característica típica da fase pré-silábica. As letras estão dispostas sem organização linear consistente e sem relação entre quantidade de grafemas e pauta sonora."
C019_T001_IMG019.jpg,Claude,claude-sonnet-4-5-20250929,P2,PRE_SILABICO,0.9,"A produção apresenta letras isoladas (A, J, E) sem organização linear convencional ou relação sistemática entre escrita e pauta sonora. Há presença de desenho (figura humana) misturado aos grafismos, indicando que a criança ainda não diferencia completamente as duas formas de representação. As letras aparecem distribuídas aleatoriamente pelo espaço, sem formar palavras legíveis ou demonstrar correspondência sonora. Observa-se também o uso de pseudoletras e traços que não seguem o princípio alfabético, características típicas do nível pré-silábico."
C019_T001_IMG019.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança utiliza letras de forma isolada, espalhadas pelo espaço e sem correspondência sonora com a fala (ausência de hipótese silábica). Há predomínio do traçado gráfico figurativo e de letras sem relação fonética estrita com uma leitura segmentada."
C019_T001_IMG019.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta letras soltas organizadas de maneira espacialmente não linear e sem correspondência sistemática com a estrutura sonora da fala ou com as sílabas das palavras. Há traços de desenho e rabiscos, o que caracteriza a fase pré-silábica antes da vinculação entre grafema e fonema."
C020_T001_IMG020.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.85,"A produção escrita apresenta uma combinação de letras que parecem representar sílabas, mas não formam palavras reconhecíveis. A escrita é caracterizada por uma tentativa de representar sons silábicos, sem a correspondência completa com a escrita alfabética."
C020_T001_IMG020.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A criança demonstra uma correspondência entre sílabas orais e letras escritas, utilizando sequências de letras que parecem representar sílabas, mas sem uma correspondência sonora completa. As palavras apresentadas não são legíveis como palavras convencionais, mas refletem uma tentativa de representar a sonoridade das sílabas."
C020_T001_IMG020.jpg,Claude,claude-sonnet-4-5-20250929,P1,SILABICO,0.85,"A criança demonstra compreensão da hipótese silábica, usando uma letra para representar cada sílaba oral. Em 'OMOA' (provavelmente 'AMOR'), 'DIALOA' (possivelmente 'DIÁRIO'), 'OIA' e 'IAEA'/'BEA', observa-se correspondência entre número de letras e sílabas, predominantemente usando vogais. É característico da fase silábica o uso de uma grafia para cada emissão sonora."
C020_T001_IMG020.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO,0.85,"A criança demonstra clara hipótese silábica, estabelecendo correspondência entre sílabas orais e letras escritas. Observa-se: 'OMOA' para provavelmente 'ÔNIBUS' ou palavra similar (uma letra por sílaba); 'DIALOA' para 'DIÁLOGO' ou similar (aproximadamente uma marca gráfica por sílaba); 'OIA' para palavra dissílaba; 'IAEA' e 'BEA' seguindo o mesmo padrão. Há uso predominante de vogais com valor sonoro, característica típica da fase silábica. A criança já diferencia escrita de desenho, usa letras convencionais e estabelece relação sistemática entre pauta sonora e registro gráfico, mas ainda não alcançou a correspondência fonema-grafema completa."
C020_T001_IMG020.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança produz repertório de letras conhecidas (geralmente do próprio nome) dispostas de forma linear, sem corresponder os grafemas aos fonemas da fala (ausência de hipótese silábica)."
C020_T001_IMG020.jpg,Gemini,models/gemini-flash-lite-latest,P2,SILABICO,0.85,"A criança escreve empregando uma quantidade de letras muito próxima ou coincidente com o número de sílabas faladas das palavras ou expressões pretendidas, refletindo a tentativa de dar a cada sílaba sonora uma representação gráfica (hipótese silábica)."
C021_T001_IMG021.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A escrita apresenta uma tentativa de representar sílabas, mas ainda não utiliza letras de forma consistente para formar palavras reconhecíveis. As formas são mais próximas de sílabas do que de letras isoladas."
C021_T001_IMG021.jpg,OpenAI,gpt-4o-mini,P2,SILABICO,0.8,"A produção escrita apresenta uma correspondência entre sílabas orais e letras escritas, mas não há uma correspondência sonora completa, indicando que a criança está utilizando letras para representar sílabas. As palavras parecem ser tentativas de escrita que refletem essa relação silábica."
C021_T001_IMG021.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.85,"A criança demonstra compreensão do sistema alfabético de escrita, utilizando letras convencionais para representar os fonemas das palavras. Observa-se a escrita de palavras reconhecíveis como 'RAUL' (possivelmente um nome próprio), seguida de outras tentativas de escrita com uso de letras que representam sons. A criança já compreende que cada letra representa um fonema e organiza as letras de forma sequencial para formar palavras, características típicas da hipótese alfabética."
C021_T001_IMG021.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.85,"A criança demonstra transição entre hipótese silábica e alfabética. Observa-se uso de letras convencionais com oscilação na correspondência: algumas palavras apresentam uma letra por sílaba (ex: 'Bene' parece representar 'boneca' com correspondência silábica), enquanto outras mostram tentativas de representação mais completa dos fonemas (ex: 'Rauli' e 'alivro'). Há diferenciação clara entre escrita e desenho, uso consistente de grafemas, mas ainda com conflito entre representar sílabas ou fonemas individuais. A legibilidade parcial e a oscilação no critério de correspondência são indicadores típicos do nível silábico-alfabético."
C021_T001_IMG021.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança produz garatujas e pseudoletras sem correspondência sonora com a fala, característica da hipótese pré-silábica."
C021_T001_IMG021.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A escrita apresenta traços cursivos e pseudo-letras (rabiscos e formas que imitam a escrita convencional) distribuídos linearmente, mas sem estabelecer correspondência sistemática com a fala ou com unidades sonoras (sílabas ou fonemas), característica típica da hipótese pré-silábica."
C022_T001_IMG022.jpg,OpenAI,gpt-4o-mini,P1,SILABICO,0.8,"A escrita apresenta uma tentativa de representar sílabas, mas ainda não utiliza a correspondência alfabética de forma consistente. As palavras são formadas por sequências que parecem seguir a estrutura silábica, mas não correspondem a letras específicas de forma clara."
C022_T001_IMG022.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma oscilação entre a representação silábica e a alfabética, com algumas palavras legíveis e uma tentativa de correspondência entre sílabas e letras. A criança demonstra uma compreensão parcial do princípio alfabético, mas ainda apresenta erros ortográficos."
C022_T001_IMG022.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra compreensão completa do sistema alfabético de escrita. Todas as palavras apresentam correspondência entre fonemas e grafemas, com escrita convencional ou muito próxima dela. Exemplos: 'geia' (geia/geleia), 'eiotu' (iogurte), 'geia' (geleia), 'linagiloguoi lauora' (provavelmente 'linguiça loura'), 'loura iaeti liya' (loura/geleia). Há tentativas de registro de todas as letras necessárias, indicando hipótese alfabética consolidada, ainda que com questões ortográficas típicas do processo de alfabetização."
C022_T001_IMG022.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão consolidada do princípio alfabético, com correspondência entre grafemas e fonemas em todas as palavras apresentadas. Observa-se escrita legível de palavras como 'geia' (geleia), 'giaa' (geleia), 'eioti' (iogurte), 'geia' (geleia), 'linarilpauer Laura' (liquidificador Laura) e 'Laura iaeti dga' (Laura iogurte doce/geleia). Apesar dos erros ortográficos esperados (troca de 'j' por 'g', omissão de letras, junção de palavras), todas as produções são decifráveis e mostram que cada fonema está representado por um grafema, caracterizando domínio da hipótese alfabética."
C022_T001_IMG022.jpg,Gemini,models/gemini-flash-lite-latest,P1,PRE_SILABICO,0.95,"A criança produz garatujas e pseudoletras sem correspondência sonora com a fala, repetindo e variando repertório gráfico de forma global, característica do nível pré-silábico."
C022_T001_IMG022.jpg,Gemini,models/gemini-flash-lite-latest,P2,PRE_SILABICO,0.95,"A produção apresenta uma sequência de letras e rabiscos em formato cursivo que se repetem de maneira global ou tentativa de escrita, sem estabelecer uma correspondência sistemática entre as letras utilizadas e a estrutura sonora das palavras faladas (ausência de valor sonoro convencional estruturado por sílabas ou fonemas)."
C023_T001_IMG023.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.8,"A produção escrita apresenta uma combinação de sílabas e letras que indicam uma tentativa de representar palavras de forma mais próxima ao alfabeto, mas ainda com algumas inconsistências na ortografia."
C023_T001_IMG023.jpg,OpenAI,gpt-4o-mini,P2,SILABICO_ALFABETICO,0.8,"A criança demonstra uma compreensão de que as sílabas podem ser representadas por letras, apresentando palavras que refletem essa relação, embora ainda haja erros ortográficos e variações na correspondência entre grafemas e fonemas."
C023_T001_IMG023.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.85,"A criança demonstra compreensão do sistema alfabético de escrita, utilizando letras para representar fonemas de forma convencional. Observa-se palavras escritas com correspondência sonora adequada entre grafemas e fonemas, ainda que com algumas inadequações ortográficas típicas do processo de alfabetização (como 'BOLA' escrito como 'Bola', 'AVIÃO' possivelmente representado, 'BRINCADEIRA' com tentativa de grafia completa, 'ROLO' e outras palavras). A criança já superou as hipóteses silábicas e demonstra análise fonêmica das palavras."
C023_T001_IMG023.jpg,Claude,claude-sonnet-4-5-20250929,P2,SILABICO_ALFABETICO,0.75,"A criança demonstra estar em transição entre a hipótese silábica e alfabética. Observam-se tentativas de escrita com uso de letras convencionais (BOLA, RORO) que apresentam algumas correspondências sonoras, mas ainda com omissões e inconsistências. Em algumas produções há mais letras que sílabas, indicando que começa a perceber que as sílabas contêm mais de um fonema, mas ainda não domina completamente o princípio alfabético. A escrita é legível em partes, com tentativas de representação fonética, característica da oscilação entre as duas hipóteses."
C023_T001_IMG023.jpg,Gemini,models/gemini-flash-lite-latest,P1,SILABICO_ALFABETICO,0.85,"A criança demonstra a transição entre a hipótese silábica e a alfabética, oscilando entre momentos em que atribui uma letra por sílaba e momentos em que já consegue representar mais de uma letra por sílaba (grafias quase completas de algumas palavras ou pequenos grupos sonoros), além de evidenciar a compreensão do valor sonoro convencional de várias letras."
C023_T001_IMG023.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança escreve palavras inteiras estabelecendo correspondência sistemática entre grafemas e fonemas, refletindo a estrutura sonora das palavras com legibilidade (ex: 'Bolo', 'avião', 'BRIGaDeRuo', 'RoRu', 'aniversário'/variantes com pequenas oscilações ortográficas)."
C024_T001_IMG024.jpg,OpenAI,gpt-4o-mini,P1,SILABICO_ALFABETICO,0.85,"A produção apresenta uma combinação de sílabas e algumas palavras escritas de forma mais convencional, indicando uma compreensão parcial do sistema alfabético."
C024_T001_IMG024.jpg,OpenAI,gpt-4o-mini,P2,ALFABETICO,0.9,"A produção escrita apresenta palavras legíveis e uma correspondência clara entre grafemas e fonemas, indicando que a criança compreende que cada letra representa um som. Apesar de alguns erros ortográficos, a escrita é coerente e segue as convenções da língua."
C024_T001_IMG024.jpg,Claude,claude-sonnet-4-5-20250929,P1,ALFABETICO,0.95,"A criança demonstra domínio do sistema alfabético de escrita, representando todos os fonemas das palavras com grafemas correspondentes. Observa-se escrita de palavras completas como 'boneco', 'bola', 'Parabéns' e uma frase estruturada 'O tema do meu aniversário foi da Enellívíoque temu Pati'. Apesar de alguns desvios ortográficos esperados (ausência de segmentação adequada em alguns trechos), a criança compreende que cada letra representa um som e escreve convencionalmente."
C024_T001_IMG024.jpg,Claude,claude-sonnet-4-5-20250929,P2,ALFABETICO,0.95,"A criança demonstra compreensão consolidada do princípio alfabético, com correspondência sistemática entre grafemas e fonemas. Observa-se escrita de palavras legíveis como 'boneca', 'bola', 'Parabéns' e frases complexas como 'O tema do meu aniversário foi da Enrolados' e 'tamu Pati'. Há presença de segmentação de palavras, uso de letras maiúsculas e minúsculas contextualmente, e estruturação frasal. Embora apresente desvios ortográficos típicos (ex: 'Enrolados' por 'Enrolados', supressão de letras), a escrita é plenamente legível e demonstra domínio do sistema alfabético de escrita."
C024_T001_IMG024.jpg,Gemini,models/gemini-flash-lite-latest,P1,ALFABETICO,0.95,"A criança escreve com correspondência quase total entre fonemas e grafemas, apresentando domínio do sistema alfabético, com frases compreensíveis ('O tema do meu aniversário foi da Enelivique tirnu Pati', com pequenas trocas fonéticas/ortográficas comuns na escrita infantil)."
C024_T001_IMG024.jpg,Gemini,models/gemini-flash-lite-latest,P2,ALFABETICO,0.95,"A criança demonstra a compreensão de que cada grafema corresponde a um fonema, escrevendo palavras e frases completas com legibilidade e correspondência sonora convencional (ex: 'boneca', 'bola', 'Parabéns', 'O tema do meu aniversário foi da Emeliarigue turma Pati'), apresentando apenas alguns desvios ortográficos naturais nessa fase."
